case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,txn_ids,n_txns,exposure_usd,connected_card_ids,actions_taken,report_filed,analyst_notes
CC-0451,C02279,C02279-K1,2016-07-13 12:17:17,2016-07-15 21:17:17,confirmed_fraud,card_not_present_new_device,3037862,3037862|3038053|3038114|3038615,4,749.84,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0451: cardholder C02279 reported unrecognized activity on card C02279-K1. 4 transaction(s) between 2016-07-12 and 2016-07-12 totaling $749.84 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-0452,C11000,C11000-K2,2016-07-13 13:47:49,2016-07-16 09:47:49,confirmed_fraud,account_takeover,3017933,3017933|3022016|3028766|3028774|3032580|3032612|3032648|3033610|3035981|3036494|3036497|3036504,12,3476.23,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-0452: cardholder C11000 reported unrecognized activity on card C11000-K2. 12 transaction(s) between 2016-07-07 and 2016-07-12 totaling $3,476.23 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on edge 14.0. Card blocked and reissued. Customer reimbursed."
CC-0453,C09657,C09657-K2,2016-07-13 13:55:45,2016-07-17 16:55:45,confirmed_fraud,card_not_present_new_device,3033919,3033919|3037359,2,37.29,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0453: cardholder C09657 reported unrecognized activity on card C09657-K2. 2 transaction(s) between 2016-07-11 and 2016-07-12 totaling $37.29 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed."
CC-0454,C02354,C02354-K2,2016-07-13 16:11:34,2016-07-18 04:11:34,confirmed_fraud,account_takeover,3039150,3039150|3039253|3039469|3039781|3039789|3040275,6,940.94,,CREATE_CASE|BLOCK_CARD,No,Case CC-0454: cardholder C02354 reported unrecognized activity on card C02354-K2. 6 transaction(s) between 2016-07-12 and 2016-07-13 totaling $940.94 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-0455,C11709,C11709-K2,2016-07-13 16:50:17,2016-07-16 01:50:17,confirmed_fraud,account_takeover,3031357,3031357|3031844|3035242|3035259|3035303|3039278|3039442|3039856,8,2738.94,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-0455: cardholder C11709 reported unrecognized activity on card C11709-K2. 8 transaction(s) between 2016-07-10 and 2016-07-13 totaling $2,738.94 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-0456,C06962,C06962-K2,2016-07-13 16:53:33,2016-07-16 14:53:33,confirmed_fraud,account_takeover,3029719,3029719|3029736|3029833|3029985|3031847|3036840,6,474.13,,CREATE_CASE|BLOCK_CARD,No,Case CC-0456: cardholder C06962 reported unrecognized activity on card C06962-K2. 6 transaction(s) between 2016-07-10 and 2016-07-12 totaling $474.13 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0457,C03992,C03992-K2,2016-07-13 17:01:15,2016-07-17 21:01:15,confirmed_fraud,out_of_region_use,3038533,3038533,1,97.07,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0457: cardholder C03992 reported unrecognized activity on card C03992-K2. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $97.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0458,C04571,C04571-K2,2016-07-13 17:34:14,2016-07-16 16:34:14,confirmed_fraud,out_of_region_use,3037114,3037114|3037166|3037261,3,165.04,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0458: cardholder C04571 reported unrecognized activity on card C04571-K2. 3 transaction(s) between 2016-07-12 and 2016-07-12 totaling $165.04 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0459,C02250,C02250-K2,2016-07-13 17:58:36,2016-07-19 15:58:36,confirmed_fraud,out_of_region_use,3041234,3041234,1,1223.96,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-0459: cardholder C02250 reported unrecognized activity on card C02250-K2. 1 transaction(s) between 2016-07-13 and 2016-07-13 totaling $1,223.96 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0460,C13440,C13440-K2,2016-07-13 18:24:21,2016-07-14 13:24:21,confirmed_fraud,out_of_region_use,3024423,3024423|3030253|3036633,3,248.91,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0460: cardholder C13440 reported unrecognized activity on card C13440-K2. 3 transaction(s) between 2016-07-09 and 2016-07-12 totaling $248.91 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0461,C13527,C13527-K1,2016-07-13 18:32:40,2016-07-16 23:32:40,confirmed_fraud,card_not_present_fraud,3039254,3039254,1,24.10,,CREATE_CASE|BLOCK_CARD,No,Case CC-0461: cardholder C13527 reported unrecognized activity on card C13527-K1. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $24.10 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0462,C04108,C04108-K2,2016-07-13 19:22:49,2016-07-19 05:22:49,confirmed_fraud,card_not_present_fraud,3040382,3040382,1,200.02,,CREATE_CASE|BLOCK_CARD,No,Case CC-0462: cardholder C04108 reported unrecognized activity on card C04108-K2. 1 transaction(s) between 2016-07-13 and 2016-07-13 totaling $200.02 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed.
CC-0463,C04034,C04034-K2,2016-07-13 19:39:53,2016-07-16 21:39:53,confirmed_fraud,card_not_present_new_device,3004308,3004308|3004904|3005494|3005930|3006473|3007571|3011953|3012858|3013587|3015525|3018866|3021068|3024874|3024880|3029948|3030058|3032334|3038729,18,864.10,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0463: cardholder C04034 reported unrecognized activity on card C04034-K2. 18 transaction(s) between 2016-07-03 and 2016-07-12 totaling $864.10 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed."
CC-0464,C02231,C02231-K1,2016-07-13 19:50:10,2016-07-16 06:50:10,confirmed_fraud,card_not_present_new_device,3040280,3040280|3040482,2,400.00,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0464: cardholder C02231 reported unrecognized activity on card C02231-K1. 2 transaction(s) between 2016-07-13 and 2016-07-13 totaling $400.00 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-0465,C02320,C02320-K2,2016-07-13 20:42:07,2016-07-15 21:42:07,confirmed_fraud,out_of_region_use,3038741,3038741,1,28.91,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0465: cardholder C02320 reported unrecognized activity on card C02320-K2. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $28.91 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0466,C13081,C13081-K1,2016-07-13 20:42:22,2016-07-17 23:42:22,confirmed_fraud,account_takeover,3039290,3039290,1,116.92,,CREATE_CASE|BLOCK_CARD,No,Case CC-0466: cardholder C13081 reported unrecognized activity on card C13081-K1. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $116.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0467,C13171,C13171-K2,2016-07-13 20:52:43,2016-07-14 15:52:43,confirmed_fraud,card_not_present_new_device,3012791,3012791|3012922|3018737|3024961|3025566|3025610|3031872|3037062,8,649.77,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0467: cardholder C13171 reported unrecognized activity on card C13171-K2. 8 transaction(s) between 2016-07-06 and 2016-07-12 totaling $649.77 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a ZEIA8 on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed."
CC-0468,C08917,C08917-K1,2016-07-13 20:55:54,2016-07-16 15:55:54,cleared,none,,3041220,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0468: model scored a $100.03 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0469,C06744,C06744-K2,2016-07-13 21:04:45,2016-07-15 19:04:45,confirmed_fraud,card_not_present_fraud,3042137,3042137,1,104.68,,CREATE_CASE|BLOCK_CARD,No,Case CC-0469: cardholder C06744 reported unrecognized activity on card C06744-K2. 1 transaction(s) between 2016-07-13 and 2016-07-13 totaling $104.68 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a XT1635-01 Build/NDNS26.118-23-12-3 on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.
CC-0470,C10139,C10139-K1,2016-07-13 21:07:31,2016-07-16 20:07:31,cleared,none,,3042445,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0470: model scored a $150.03 transaction at 0.82. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0471,C00796,C00796-K1,2016-07-13 21:35:49,2016-07-16 16:35:49,cleared,none,,3041412,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0471: model scored a $39.94 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0472,C11958,C11958-K1,2016-07-13 22:09:11,2016-07-15 20:09:11,confirmed_fraud,account_takeover,3032654,3032654|3038288,2,118.00,,CREATE_CASE|BLOCK_CARD,No,Case CC-0472: cardholder C11958 reported unrecognized activity on card C11958-K1. 2 transaction(s) between 2016-07-11 and 2016-07-12 totaling $118.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0473,C03019,C03019-K2,2016-07-13 23:20:08,2016-07-16 17:20:08,cleared,none,,3041621,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0473: model scored a $200.07 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0474,C09206,C09206-K2,2016-07-13 23:22:10,2016-07-15 21:22:10,confirmed_fraud,card_not_present_fraud,3042842,3042842,1,300.01,,CREATE_CASE|BLOCK_CARD,No,Case CC-0474: cardholder C09206 reported unrecognized activity on card C09206-K2. 1 transaction(s) between 2016-07-13 and 2016-07-13 totaling $300.01 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 10.0. Card blocked and reissued. Customer reimbursed.
CC-0475,C06224,C06224-K2,2016-07-13 23:41:56,2016-07-16 14:41:56,confirmed_fraud,card_not_present_new_device,3037895,3037895|3037954|3040915,3,449.92,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0475: cardholder C06224 reported unrecognized activity on card C06224-K2. 3 transaction(s) between 2016-07-12 and 2016-07-13 totaling $449.92 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-0476,C07338,C07338-K1,2016-07-13 23:43:23,2016-07-14 17:43:23,cleared,none,,3041723,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0476: model scored a $99.96 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0477,C07741,C07741-K2,2016-07-14 00:09:26,2016-07-17 15:09:26,confirmed_fraud,card_not_present_new_device,3041022,3041022,1,100.04,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0477: cardholder C07741 reported unrecognized activity on card C07741-K2. 1 transaction(s) between 2016-07-13 and 2016-07-13 totaling $100.04 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:11.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed."
CC-0478,C01719,C01719-K1,2016-07-14 00:13:10,2016-07-15 20:13:10,confirmed_fraud,account_takeover,3042475,3042475,1,58.96,,CREATE_CASE|BLOCK_CARD,No,Case CC-0478: cardholder C01719 reported unrecognized activity on card C01719-K1. 1 transaction(s) between 2016-07-13 and 2016-07-13 totaling $58.96 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0479,C03465,C03465-K1,2016-07-14 00:33:10,2016-07-15 16:33:10,cleared,none,,3041404,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0479: model scored a $25.02 transaction at 0.81. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0480,C00750,C00750-K2,2016-07-14 01:40:26,2016-07-15 14:40:26,confirmed_fraud,account_takeover,3019757,3019757|3020004|3020583|3022905|3023341|3023938|3031523|3031547|3036867|3036922|3040824|3040910,12,2623.31,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-0480: cardholder C00750 reported unrecognized activity on card C00750-K2. 12 transaction(s) between 2016-07-07 and 2016-07-13 totaling $2,623.31 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed."
CC-0481,C12641,C12641-K2,2016-07-14 02:18:35,2016-07-17 02:18:35,confirmed_fraud,account_takeover,3039941,3039941,1,99.95,,CREATE_CASE|BLOCK_CARD,No,Case CC-0481: cardholder C12641 reported unrecognized activity on card C12641-K2. 1 transaction(s) between 2016-07-13 and 2016-07-13 totaling $99.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0482,C11844,C11844-K2,2016-07-14 02:26:19,2016-07-17 03:26:19,confirmed_fraud,card_not_present_fraud,3039765,3039765|3039767|3039801|3040116|3040120|3040129|3040150|3040167,8,655.68,,CREATE_CASE|BLOCK_CARD,No,Case CC-0482: cardholder C11844 reported unrecognized activity on card C11844-K2. 8 transaction(s) between 2016-07-13 and 2016-07-13 totaling $655.68 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0483,C06257,C06257-K1,2016-07-14 03:09:56,2016-07-17 00:09:56,cleared,none,,3043635,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0483: model scored a $9.94 transaction at 0.87. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0484,C05302,C05302-K1,2016-07-14 04:02:04,2016-07-15 21:02:04,confirmed_fraud,card_not_present_fraud,3042723,3042723,1,98.08,,CREATE_CASE|BLOCK_CARD,No,Case CC-0484: cardholder C05302 reported unrecognized activity on card C05302-K1. 1 transaction(s) between 2016-07-13 and 2016-07-13 totaling $98.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
